"Agrostis capillaris"	"Briza media"	"Festuca rubra"	"Nardus stricta"	"Phleum rhaeticum"	"Poa pratensis"	"Poa supina"	"Trisetum flavescens"	"Luzula multiflora"	"Trifolium pratense"	"Alchemilla vulgaris=xant"	"Campanula scheuchzeri"	"Carum carvi"	"Crepis aurea"	"Crocus albiflorus"	"Leontodon hispidus"	"Leucanthemum vulgare"	"Plantago atrata"	"Plantago lanceolata"	"Potentilla erecta"	"Ranunculus acris acris"	"Rumex alpestris"	"Taraxacum officinale"	"Cerastium fontanum"	"Alopecurus pratensis"	"Trifolium badium"	"Trifolium thalii"	"Achillea millefolium"	"Bellis perennis"	"Chaerophyllum villarsii"	"Ranunculus montanus"	"Veronica chamaedrys"	"Peucedanum ostruthium"	"Centaurea nervosa"	"Poa alpina"	"Geranium sylvaticum"	"Dactylis glomerata"	"Trifolium montanum"	"Trifolium repens"	"Festuca pratensis"	"Poa chaixii"	"Deschampsia cespitosa"	"Trollius europaeus"	"Veratrum album"	"Plantago major"	"Veronica serpyllifolia"	"Anthoxanthum alpinum"	"Poa trivialis"	"Lotus corniculatus"	"Antennaria dioica"	"Bartsia alpina"	"Galium pumilum"	"Phyteuma orbiculare"	"Polygonum viviparum"	"Anthoxanthum odoratum"	"Potentilla aurea"	"Agropyron repens"	"Cirsium acaule"	"Myosotis alpestris"	"Sanguisorba officinalis"	"Stellaria graminea"	"Hieracium lactucella"	"Hieracium pilosella"	"Thymus pulegioides"	"Carex caryophyllea"	"Anthyllis vulneraria alp"	"Hippocrepis comosa"	"Plantago alpina"	"Ranunculus acri friesianus"	"Helianthemum alpestre"	"Vaccinium myrtillus"	"Carlina acaulis"	"Sesleria caerulea"	"Koeleria pyramidata"	"Carex montana"	"Plantago media"	"Phyteuma scheuchzeri"	"Euphrasia minima"	"Prunella vulgaris"	"Plantago serpentina"	"Calluna vulgaris"	"Polygala chamaebuxus"	"Carex sempervirens"	"Arnica montana"	"Polygala vulgaris"	"Erica carnea"	"Juniperus communis nana=alpina"	"Helictotrichon versicolor"	"Carduus defloratus"	"Gentiana verna"	"Laserpitium gaudinii"	"Scabiosa lucida"	"Gentiana acaulis"	"Festuca ovina"	"Carex ornithopoda"	"Luzula campestris"	"Rhinanthus minor"	"Leontodon autumnalis"	"Botrychium lunaria"	"Vaccinium vitis-idaea"	"Campanula barbata"	"Pinus cembra"	"Aster bellidiastrum"	"Lolium perenne"	"Chenopodium bonus-henric"	"Arrhenatherum  elatius"	"Lathyrus pratensis"	"Pimpinella saxifraga"	"Biscutella laevigata"	"Centaurea scabiosa"	"Pimpinella major"	"Poa badensis"	"Carex nigra"	"Carex pallescens"	"Trichophorum cespitosum"	"Eriophorum angustifolium"	"Carex pilulifera"	"Leontodon helveticus"	"Melampyrum sylvcaticum"	"Vaccinium gaultherioides"	"Carex echinata"	"Carex panicea"	"Juncus alpinus"	"Juncus filiformis"	"Luzula sudetica"	"Homogyne alpina"	"Carex flacca"	"Willemetia stipitata"	"Pinus mugo unicinata"	"Brachypodium pinnatum"	"Empetrum nigrum"	"Carex ferruginea"	"Pedicularis tuberosa"	"Solidago virgaurea min."	"Luzula luzulina"	"Carex lepidocarpa"	"Carex frigidea"	"Carex paupercula"	"Phyteuma betonicifolium"	"Triglochin palustris"	"Primula farinosa"	"Carex flava"	"Knautia dipsacifolia"	"Avenella felxuosa"	"Hieracium murorum"	"Luzula spicata"	"Geum montanum"	"Rhododendron ferrugineum"	"Carex davalliana"	"Tofieldia calyculata"	"Carex canescens"	"Cirsium spinosissimum"
"1_2_5A"	NA	NA	-0.191407997874812	NA	-0.0736249622184277	0.0317355534393982	0.0317355534393986	0.0317355534393986	NA	0.0317355534393986	0.0317355534393988	NA	0.0317355534393988	NA	NA	NA	NA	NA	NA	NA	0.0317355534393986	0.0317355534393986	-0.0736249622184277	NA	0.0317355534393982	NA	NA	0.0317355534393986	NA	NA	0.0317355534393986	NA	NA	NA	NA	-0.000139655091050184	NA	NA	-0.0736249622184277	NA	NA	NA	NA	NA	-0.000139655091050184	NA	NA	0.0317355534393982	NA	NA	NA	NA	NA	NA	NA	NA	0.0317355534393986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_5B"	NA	NA	0.00473237567981988	NA	0.00473237567982032	-0.21841117563439	-0.100628139978006	-0.128799016944702	NA	-0.0642604958071309	0.292414448131601	NA	0.292414448131602	NA	NA	NA	NA	NA	NA	NA	0.00473237567982032	0.138263768304343	0.00473237567982077	NA	0.00473237567981988	NA	NA	0.00473237567982032	NA	NA	0.00473237567981988	NA	NA	NA	NA	0.000915577153119518	NA	NA	-0.0360896188404345	NA	NA	NA	NA	NA	0.00473237567981988	NA	NA	-0.21841117563439	NA	NA	NA	NA	NA	NA	NA	NA	0.00473237567982032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_5C"	NA	NA	0.0563390216684945	NA	0.056339021668494	0.0563390216684945	0.0563390216684945	0.0563390216684945	NA	-0.0490214939893323	0.056339021668494	NA	0.0563390216684945	NA	NA	NA	NA	NA	NA	NA	0.0563390216684945	0.279482572982704	0.056339021668494	NA	0.0563390216684945	NA	NA	0.056339021668494	NA	NA	0.0563390216684945	NA	NA	NA	NA	0.0563390216684945	NA	NA	-0.0332731370211934	NA	NA	NA	NA	NA	0.0563390216684945	NA	NA	0.0563390216684945	NA	NA	NA	NA	NA	NA	NA	NA	-1.04227326699962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_6A"	NA	NA	-0.112722265055675	NA	0.174959807396106	-0.51818737316384	-0.0481837439181043	NA	NA	-1.21133455372378	1.49671564737842	NA	0.644963436641841	NA	0.174959807396106	NA	NA	NA	NA	NA	-0.0481837439181043	0.174959807396106	0.174959807396105	NA	-0.51818737316384	NA	NA	0.868106987956051	0.174959807396106	NA	NA	0.174959807396106	NA	NA	NA	0.174959807396106	-0.51818737316384	NA	-1.43447810503799	NA	NA	NA	NA	NA	0.174959807396106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_6B"	NA	NA	0.0235955401214718	NA	0.0235955401214722	-0.0817649755363545	-0.0817649755363545	NA	NA	0.0235955401214718	0.0235955401214718	NA	-0.0276977542660788	NA	-0.0145043061107986	NA	NA	NA	NA	NA	0.0235955401214718	0.0235955401214722	0.0235955401214718	NA	-0.0145043061107986	NA	NA	0.0235955401214718	0.0235955401214722	NA	NA	0.0235955401214722	NA	NA	NA	-0.0145043061107986	-0.0145043061107986	NA	-0.0103060115542095	NA	NA	NA	NA	NA	0.0235955401214722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_6C"	NA	NA	-0.0243622699336976	NA	-0.0243622699336976	-0.0243622699336976	-0.0243622699336976	NA	NA	-0.0243622699336976	0.381102838174467	NA	-0.0243622699336976	NA	-0.0052229297230002	NA	NA	NA	NA	NA	-0.0243622699336976	-0.0243622699336976	-0.0243622699336976	NA	-0.0243622699336981	NA	NA	-0.0243622699336972	-0.0052229297230002	NA	NA	-0.0243622699336981	NA	NA	NA	-0.0243622699336981	-0.0052229297230002	NA	-0.0243622699336978	NA	NA	NA	NA	NA	-0.0243622699336976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_3_1A"	-0.0670503146536081	NA	-0.131588835791179	0.715709024596024	-0.249371871447563	NA	NA	-0.537053943899344	NA	-0.0670503146536081	0.561558344768766	-0.0670503146536081	-0.131588835791179	-0.537053943899344	0.156093236660602	NA	0.156093236660602	-0.0670503146536081	NA	NA	0.156093236660601	0.156093236660602	-0.537053943899344	0.156093236660602	NA	NA	NA	0.443775309112382	-0.0670503146536081	NA	NA	0.156093236660602	NA	NA	-0.354732387105389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.156093236660602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_3_1B"	-0.017885114895976	NA	-0.0868779863829272	0.231575744735608	0.0309050492734562	NA	NA	0.136265564931282	NA	0.0309050492734557	0.423947637383063	-1.25002879618861	-0.046055991862672	0.136265564931282	0.0593845205953247	NA	-0.0868779863829277	-0.269199543176882	NA	NA	0.136265564931283	0.136265564931283	0.136265564931283	0.136265564931282	NA	NA	NA	-0.017885114895976	0.0593845205953247	NA	NA	0.136265564931282	NA	NA	-0.151416507520499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.136265564931283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_3_1C"	-0.102344063908243	NA	-0.0315749930200364	0.611422403854438	0.0518066159190149	NA	NA	0.0518066159190145	NA	-0.199507812361891	-0.102344063908243	0.115048960595139	-0.235875456532766	0.115048960595139	0.115048960595139	NA	0.0518066159190145	-0.235875456532766	NA	NA	-0.171336935395195	0.0518066159190149	0.0518066159190145	-0.171336935395195	NA	NA	NA	0.0518066159190149	0.115048960595139	NA	NA	0.0518066159190145	NA	NA	0.0518066159190145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.235875456532766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_3_2A"	NA	NA	-0.737076486609879	NA	0.243752766401847	0.361535802058231	-0.0439293060499337	-0.0439293060499342	NA	-0.177460698674456	0.361535802058231	-0.0439293060499337	0.138392250744021	NA	-0.0439293060499337	NA	NA	NA	NA	NA	0.13839225074402	0.179214245264276	-0.449394414158098	NA	-0.0439293060499337	NA	NA	0.13839225074402	-0.0439293060499337	NA	NA	NA	NA	NA	NA	NA	0.179214245264276	NA	-0.112922177536886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_3_2B"	NA	NA	-0.305313329373849	NA	-0.0176312569220687	-0.0176312569220687	-0.0176312569220682	-0.0176312569220687	NA	-0.0176312569220689	1.59180665551203	-0.086259763311165	-0.354103493543282	NA	-0.086259763311165	NA	NA	NA	NA	NA	0.270050815529712	-0.0176312569220687	-0.52845688068806	NA	0.270050815529712	NA	NA	-0.30531332937385	-0.086259763311165	NA	NA	NA	NA	NA	NA	NA	-0.151162649546591	NA	-0.122991772579895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_3_2C"	NA	NA	0.432595077368866	NA	0.0271299692607019	0.0271299692607019	0.0271299692607019	0.0271299692607019	NA	-0.483695654505289	0.0271299692607019	-0.0816728905880972	0.0271299692607019	NA	-0.0816728905880972	NA	NA	NA	NA	NA	0.0271299692607019	0.586745757196125	0.0271299692607019	NA	0.0271299692607019	NA	NA	-0.078230546397124	-0.0816728905880972	NA	NA	NA	NA	NA	NA	NA	0.0271299692607023	NA	-0.483695654505289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_3_3A"	NA	-0.134118589239892	-0.316440146033847	1.00531569394847	-0.134118589239892	NA	NA	-0.604122218485629	0.494490070182482	-0.316440146033847	0.0890249620743173	NA	-0.604122218485628	NA	-0.198657110377464	0.312168513388527	0.494490070182482	NA	NA	NA	0.0890249620743178	NA	-0.134118589239892	0.0890249620743178	NA	NA	NA	0.0890249620743178	NA	NA	NA	NA	NA	NA	-0.134118589239892	NA	NA	NA	-0.604122218485628	NA	NA	NA	NA	NA	NA	NA	-0.134118589239892	NA	NA	NA	NA	-0.604122218485628	NA	0.494490070182482	NA	-0.198657110377463	NA	0.782172142634263	0.0890249620743178	0.0890249620743178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_3_3B"	NA	-0.563199682502923	-0.157734574394758	0.269709440432182	0.0245869823991964	NA	NA	-0.0523740587369317	-0.0523740587369317	-0.00358389456749997	-0.0523740587369317	NA	0.129947498057022	NA	-0.000161187289997589	0.129947498057023	-0.157734574394758	NA	NA	NA	0.129947498057022	NA	0.129947498057022	0.129947498057022	NA	NA	NA	-0.157734574394758	NA	NA	NA	NA	NA	NA	-0.0931960532571874	NA	NA	NA	-0.157734574394758	NA	NA	NA	NA	NA	NA	NA	0.129947498057022	NA	NA	NA	NA	0.129947498057022	NA	0.129947498057022	NA	-0.275517610051141	NA	0.129947498057023	0.129947498057022	0.129947498057022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_3_3C"	NA	-0.221535729564288	0.0661463428874929	0.486000188447757	-0.0880043369397656	NA	NA	0.0661463428874924	0.0661463428874924	-0.27032589373372	-0.116175213906462	NA	-0.156997208426717	NA	0.149376997037217	0.0661463428874924	0.0661463428874924	NA	NA	NA	0.0661463428874924	NA	0.0661463428874924	0.0661463428874924	NA	NA	NA	0.0661463428874924	NA	NA	NA	NA	NA	NA	0.0661463428874924	NA	NA	NA	-0.627000837672453	NA	NA	NA	NA	NA	NA	NA	0.0661463428874924	NA	NA	NA	NA	0.149376997037217	NA	-0.156997208426717	NA	-0.156997208426717	NA	0.0661463428874929	0.149376997037217	0.0661463428874924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_3_4A"	NA	NA	NA	NA	-0.684389531331198	-0.684389531331198	0.231901200542957	-0.684389531331198	NA	-0.684389531331198	0.637366308651122	NA	0.925048381102903	NA	NA	NA	NA	NA	NA	NA	0.742726824308948	0.414222757336912	-0.278924423223033	0.231901200542957	-0.461245980016988	NA	NA	0.231901200542957	0.231901200542957	NA	NA	0.231901200542957	NA	NA	NA	NA	-0.461245980016988	NA	-0.684389531331198	NA	NA	0.79151698847838	NA	NA	NA	NA	NA	-0.684389531331198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.637366308651122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_3_4B"	NA	NA	NA	NA	0.0162064219245495	0.0162064219245495	-0.0891540937332769	0.0931674630606776	NA	0.0649965860939816	1.11481871059266	NA	0.603993086826668	NA	NA	NA	NA	NA	NA	NA	-0.0891540937332769	0.0162064219245495	-0.900084309949606	-0.0246155725957062	0.0931674630606776	NA	NA	-0.0246155725957062	-0.0246155725957062	NA	NA	-0.0246155725957062	NA	NA	NA	NA	0.0931674630606776	NA	-0.312297645047487	NA	NA	0.338289921093663	NA	NA	NA	NA	NA	0.0931674630606776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.05423498977686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_3_4C"	NA	NA	NA	NA	0.203470942719395	-0.20199416538877	0.172699284052641	-0.20199416538877	NA	-0.20199416538877	1.00197863893717	NA	0.0856879070630114	NA	NA	NA	NA	NA	NA	NA	0.085687907063011	-0.20199416538877	-0.0196726085948149	0.491153015171176	0.085687907063011	NA	NA	0.491153015171176	-1.18549364695637	NA	NA	-1.18549364695637	NA	NA	NA	NA	0.203470942719395	NA	-0.42513771670298	NA	NA	1.20677305158318	NA	NA	NA	NA	NA	0.203470942719395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.607459273496934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_3_5A"	NA	-0.307560199400462	0.231436301332224	0.83757210490254	-0.307560199400463	-0.307560199400463	NA	-0.461710879227721	NA	-0.420888884707466	0.0491147445382696	NA	0.04911474453827	NA	-0.238567327913511	NA	0.965405476412425	-0.17402880677594	NA	NA	0.0491147445382696	0.04911474453827	NA	0.04911474453827	-0.307560199400462	NA	NA	0.272258295852479	NA	NA	0.04911474453827	0.04911474453827	NA	NA	NA	NA	-0.307560199400462	NA	-0.644032436021675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04911474453827	NA	-0.17402880677594	NA	-0.238567327913511	NA	0.742261925098215	0.04911474453827	NA	NA	0.300429172819176	0.0491147445382696	0.04911474453827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_3_5B"	NA	0.099926682819675	-0.0942293316212819	0.0999266828196754	0.0999266828196754	-0.123216868494535	NA	0.0999266828196754	NA	-0.0542239970075831	-0.59322049774027	NA	0.099926682819675	NA	-0.00884099115976555	NA	-0.00543383283815135	-0.123216868494535	NA	NA	0.0999266828196754	-0.00543383283815091	NA	-0.305538425288489	0.099926682819675	NA	NA	-0.0336047098048473	NA	NA	0.099926682819675	0.099926682819675	NA	NA	NA	NA	0.099926682819675	NA	0.099926682819675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.099926682819675	NA	-0.123216868494535	NA	0.0999266828196754	NA	-0.00543383283815091	0.099926682819675	NA	NA	-0.123216868494535	0.0999266828196754	0.099926682819675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
