"Agrostis capillaris"	"Briza media"	"Festuca rubra"	"Nardus stricta"	"Phleum rhaeticum"	"Poa pratensis"	"Poa supina"	"Trisetum flavescens"	"Luzula multiflora"	"Trifolium pratense"	"Alchemilla vulgaris=xant"	"Campanula scheuchzeri"	"Carum carvi"	"Crepis aurea"	"Crocus albiflorus"	"Leontodon hispidus"	"Leucanthemum vulgare"	"Plantago atrata"	"Plantago lanceolata"	"Potentilla erecta"	"Ranunculus acris acris"	"Rumex alpestris"	"Taraxacum officinale"	"Cerastium fontanum"	"Alopecurus pratensis"	"Trifolium badium"	"Trifolium thalii"	"Achillea millefolium"	"Bellis perennis"	"Chaerophyllum villarsii"	"Ranunculus montanus"	"Veronica chamaedrys"	"Peucedanum ostruthium"	"Centaurea nervosa"	"Poa alpina"	"Geranium sylvaticum"	"Dactylis glomerata"	"Trifolium montanum"	"Trifolium repens"	"Festuca pratensis"	"Poa chaixii"	"Deschampsia cespitosa"	"Trollius europaeus"	"Veratrum album"	"Plantago major"	"Veronica serpyllifolia"	"Anthoxanthum alpinum"	"Poa trivialis"	"Lotus corniculatus"	"Antennaria dioica"	"Bartsia alpina"	"Galium pumilum"	"Phyteuma orbiculare"	"Polygonum viviparum"	"Anthoxanthum odoratum"	"Potentilla aurea"	"Agropyron repens"	"Cirsium acaule"	"Myosotis alpestris"	"Sanguisorba officinalis"	"Stellaria graminea"	"Hieracium lactucella"	"Hieracium pilosella"	"Thymus pulegioides"	"Carex caryophyllea"	"Anthyllis vulneraria alp"	"Hippocrepis comosa"	"Plantago alpina"	"Ranunculus acri friesianus"	"Helianthemum alpestre"	"Vaccinium myrtillus"	"Carlina acaulis"	"Sesleria caerulea"	"Koeleria pyramidata"	"Carex montana"	"Plantago media"	"Phyteuma scheuchzeri"	"Euphrasia minima"	"Prunella vulgaris"	"Plantago serpentina"	"Calluna vulgaris"	"Polygala chamaebuxus"	"Carex sempervirens"	"Arnica montana"	"Polygala vulgaris"	"Erica carnea"	"Juniperus communis nana=alpina"	"Helictotrichon versicolor"	"Carduus defloratus"	"Gentiana verna"	"Laserpitium gaudinii"	"Scabiosa lucida"	"Gentiana acaulis"	"Festuca ovina"	"Carex ornithopoda"	"Luzula campestris"	"Rhinanthus minor"	"Leontodon autumnalis"	"Botrychium lunaria"	"Vaccinium vitis-idaea"	"Campanula barbata"	"Pinus cembra"	"Aster bellidiastrum"	"Lolium perenne"	"Chenopodium bonus-henric"	"Arrhenatherum  elatius"	"Lathyrus pratensis"	"Pimpinella saxifraga"	"Biscutella laevigata"	"Centaurea scabiosa"	"Pimpinella major"	"Poa badensis"	"Carex nigra"	"Carex pallescens"	"Trichophorum cespitosum"	"Eriophorum angustifolium"	"Carex pilulifera"	"Leontodon helveticus"	"Melampyrum sylvcaticum"	"Vaccinium gaultherioides"	"Carex echinata"	"Carex panicea"	"Juncus alpinus"	"Juncus filiformis"	"Luzula sudetica"	"Homogyne alpina"	"Carex flacca"	"Willemetia stipitata"	"Pinus mugo unicinata"	"Brachypodium pinnatum"	"Empetrum nigrum"	"Carex ferruginea"	"Pedicularis tuberosa"	"Solidago virgaurea min."	"Luzula luzulina"	"Carex lepidocarpa"	"Carex frigidea"	"Carex paupercula"	"Phyteuma betonicifolium"	"Triglochin palustris"	"Primula farinosa"	"Carex flava"	"Knautia dipsacifolia"	"Avenella felxuosa"	"Hieracium murorum"	"Luzula spicata"	"Geum montanum"	"Rhododendron ferrugineum"	"Carex davalliana"	"Tofieldia calyculata"	"Carex canescens"	"Cirsium spinosissimum"
"1_1_4B"	-0.205645567797442	NA	0.00792853250061665	NA	-0.0357465310020442	-0.205645567797442	0.0820365046543383	0.0820365046543388	NA	0.0820365046543388	0.0820365046543388	NA	0.00199379698080238	NA	NA	NA	NA	NA	NA	NA	0.082036504654339	-0.100285052139616	-0.205645567797442	0.0820365046543383	-0.323428603453825	NA	NA	0.305180055968548	0.0820365046543383	0.0820365046543383	0.0820365046543392	0.0820365046543383	NA	NA	NA	NA	NA	NA	NA	-0.141107046659871	0.0820365046543383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_1_4C"	0.0381324870895652	NA	0.0381324870895652	NA	0.0381324870895652	-0.367332621018599	0.0381324870895652	-0.116018192737693	NA	-0.0953989055349576	-0.0488788899000645	NA	0.0869226512589973	NA	NA	NA	NA	NA	NA	NA	0.038132487089565	0.192283166916823	-0.144189069704389	0.0381324870895652	0.0381324870895652	NA	NA	0.0381324870895652	-0.00311047144448384	0.0381324870895652	0.0381324870895652	0.0381324870895652	NA	NA	NA	NA	NA	NA	NA	0.0381324870895652	0.0381324870895652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_1_5A"	NA	NA	-0.281903085156955	NA	-0.0995815283630002	0.12356202295121	NA	0.12356202295121	NA	-0.0995815283629999	0.12356202295121	NA	0.529027131059374	0.12356202295121	NA	NA	NA	NA	NA	0.12356202295121	0.305883579745164	0.12356202295121	0.12356202295121	NA	0.12356202295121	NA	NA	-0.00427134855867495	0.12356202295121	-1.26273233816868	0.529027131059374	NA	NA	-0.281903085156955	NA	NA	NA	0.12356202295121	NA	NA	NA	-0.569585157608736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_1_5B"	NA	NA	0.0795665553673375	NA	-0.139122645597492	0.0795665553673377	NA	0.243869606658614	NA	-0.033762129939666	0.148559426854289	NA	0.148559426854289	-2.23090671047571	NA	NA	NA	NA	NA	0.148559426854289	0.243869606658614	0.148559426854289	0.148559426854289	NA	-0.0745841244599208	NA	NA	0.197349591023721	0.148559426854289	0.148559426854289	0.148559426854289	NA	NA	0.148559426854289	NA	NA	NA	0.148559426854289	NA	NA	NA	0.148559426854289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_1_5C"	NA	NA	0.589818742644905	NA	-0.0545382737456079	-0.0545382737456079	NA	-0.0263673967789111	NA	-0.01631706092541	-0.144150432435294	NA	0.0789931188789152	0.109607754698522	NA	NA	NA	NA	NA	0.0789931188789152	0.0789931188789148	0.0789931188789152	-0.61415406168103	NA	-0.61415406168103	NA	NA	-0.0263673967789111	0.109607754698522	0.109607754698522	0.0789931188789152	NA	NA	0.0789931188789152	NA	NA	NA	0.0789931188789152	NA	NA	NA	0.0789931188789152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_1_6A"	NA	NA	-0.191021391627219	NA	0.887788269744712	-0.0285024621294432	NA	-0.0285024621294436	NA	-0.13386297778727	-0.0285024621294436	NA	-0.0285024621294436	NA	-0.0285024621294432	NA	NA	NA	NA	NA	0.0668077176748814	-0.721649642689389	-0.0285024621294436	-0.0285024621294432	-0.0285024621294432	NA	NA	NA	-0.0285024621294432	NA	-0.0285024621294432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.376962645978721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_1_6B"	NA	NA	0.0468886853475692	NA	-0.107261994479689	-0.240793387104212	NA	-0.0962121582931044	NA	-0.0708943503088149	0.046888685347569	NA	0.046888685347569	NA	-0.000613648637434405	NA	NA	NA	NA	NA	0.0468886853475692	0.046888685347569	0.046888685347569	0.0468886853475694	0.046888685347569	NA	NA	NA	0.0468886853475694	NA	0.046888685347569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.046888685347569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_1_6C"	NA	NA	0.0644341514185109	NA	0.0644341514185109	-0.22324792103327	NA	-0.00455872006844049	NA	-0.0690972412060118	0.0131408570309604	NA	0.0644341514185109	NA	0.0162320496006334	NA	NA	NA	NA	NA	0.0644341514185112	0.0644341514185109	-0.0409263642393149	0.0644341514185109	-0.22324792103327	NA	NA	NA	0.0162320496006334	NA	0.0644341514185109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0644341514185109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_1A"	NA	NA	-0.141060551708862	NA	-0.221103259382399	-0.50878533183418	NA	-0.221103259382399	NA	-0.221103259382398	0.00204029193181121	NA	0.338512528553024	0.00204029193181166	NA	NA	NA	NA	NA	NA	0.0973504717361358	0.135571684556334	0.00204029193181166	NA	NA	NA	NA	0.00204029193181121	NA	NA	0.407505400039975	NA	NA	NA	-0.50878533183418	NA	NA	NA	NA	NA	NA	0.135571684556334	0.00204029193181166	0.00204029193181166	0.695187472491757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_1B"	NA	NA	0.0400732254181477	NA	0.0400732254181477	-0.142248331375807	NA	0.0400732254181477	NA	-0.093458167206375	0.0400732254181477	NA	0.0400732254181473	0.0400732254181473	NA	NA	NA	NA	NA	NA	0.0400732254181477	0.0400732254181477	0.0400732254181473	NA	NA	NA	NA	0.0400732254181473	NA	NA	0.0400732254181473	NA	NA	NA	-0.142248331375807	NA	NA	NA	NA	NA	NA	0.0400732254181475	0.0400732254181473	-0.183070325896062	0.0400732254181473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_1C"	NA	NA	-0.0563829114220893	NA	0.0126099600648621	0.0126099600648621	NA	-0.0744014169247671	NA	0.0126099600648621	0.0126099600648626	NA	0.0126099600648621	-0.0175430781058252	NA	NA	NA	NA	NA	NA	0.0126099600648621	0.0126099600648621	0.0126099600648621	NA	NA	NA	NA	0.0126099600648621	NA	NA	0.0126099600648621	NA	NA	NA	0.0126099600648621	NA	NA	NA	NA	NA	NA	-0.0282120344553927	0.0126099600648621	0.0126099600648621	0.0126099600648621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_2A"	NA	NA	-0.0602925239295216	NA	-0.242614080723476	0.0450679917283039	0.0450679917283043	-0.178075559585905	NA	0.0450679917283048	0.0450679917283043	NA	0.0450679917283043	NA	NA	NA	NA	NA	NA	NA	0.0450679917283048	-0.0602925239295216	-0.13725356506565	NA	0.0450679917283043	NA	NA	0.0450679917283039	0.0450679917283039	NA	NA	NA	NA	NA	NA	NA	0.0450679917283039	0.0450679917283048	0.0450679917283048	NA	NA	0.0025083773095087	NA	0.0450679917283039	0.0450679917283039	0.0450679917283039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_2B"	NA	NA	0.0236160481558203	NA	0.0236160481558203	0.0236160481558203	-0.333058895782912	0.0236160481558207	NA	0.0236160481558203	0.0236160481558203	NA	0.24675959947003	NA	NA	NA	NA	NA	NA	NA	0.0236160481558207	0.157147440780343	0.0236160481558207	NA	0.0236160481558203	NA	NA	-0.109915344468702	0.0236160481558203	NA	NA	NA	NA	NA	NA	NA	0.0236160481558203	-0.381849059952344	-0.010285503519861	NA	NA	0.141399083812204	NA	-0.199527503158389	0.205937604949774	0.0236160481558203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_2C"	NA	NA	-0.00401595721851589	NA	-0.00401595721851589	-0.00401595721851589	-0.00401595721851589	-0.00401595721851589	NA	-0.00401595721851589	0.332456279402697	NA	-0.109376472876342	NA	NA	NA	NA	NA	NA	NA	-0.00401595721851589	-0.00401595721851589	-0.00401595721851589	NA	-0.00401595721851633	NA	NA	-0.00401595721851589	-0.086254055455488	NA	NA	NA	NA	NA	NA	NA	-0.00401595721851633	-0.00401595721851633	-0.291698029670297	NA	NA	0.219127594095694	NA	-0.00401595721851633	-0.00401595721851633	-0.00401595721851633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_3A"	NA	NA	0.16830831155678	0.440242027040421	0.103769790419208	0.103769790419208	NA	0.0347769189322569	NA	-0.589377390140737	0.286091347213163	NA	0.509234898527373	-0.119373760895002	NA	-0.119373760895002	NA	NA	NA	-0.119373760895002	0.286091347213163	0.326913341733418	-0.589377390140737	0.103769790419208	NA	NA	NA	-0.589377390140737	-0.119373760895002	-0.119373760895002	0.103769790419208	0.103769790419208	NA	NA	-0.119373760895002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.119373760895002	0.103769790419208	-0.589377390140737	0.103769790419208	0.103769790419208	0.103769790419208	0.103769790419208	0.103769790419208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_3B"	NA	NA	-0.0305238577404703	0.359437063831729	-0.25366740905468	-0.25366740905468	NA	-0.0400933087566209	NA	-0.25366740905468	0.151797699053485	NA	0.321696735848882	0.0340146633971008	NA	-0.148306893396854	NA	NA	NA	0.0340146633971008	0.139375179054927	0.727161843957046	0.0340146633971008	0.0340146633971008	NA	NA	NA	0.129324843201426	0.0340146633971008	0.0340146633971008	0.0340146633971008	0.0340146633971008	NA	NA	-0.189128887917109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.189128887917109	-0.25366740905468	-0.659132517162845	0.0340146633971008	0.0340146633971008	0.0340146633971008	0.0340146633971008	0.0340146633971008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_3C"	NA	NA	0.056616837213618	0.151927017017943	0.0566168372136175	0.056616837213618	NA	-0.0487436784442083	NA	-0.231065235238163	-0.0487436784442083	NA	0.0566168372136175	0.0408684802454786	NA	0.0566168372136175	NA	NA	NA	0.0566168372136175	-0.097533842613641	0.279760388527828	0.056616837213618	0.0566168372136175	NA	NA	NA	-0.231065235238163	0.0566168372136175	0.0566168372136175	0.0566168372136175	0.0566168372136175	NA	NA	0.749764017773563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0566168372136175	0.056616837213618	0.0566168372136175	0.0566168372136175	0.0566168372136175	0.0408684802454786	0.0408684802454786	-1.60939142670888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_4A"	NA	NA	-0.175931522071776	0.270355580556643	-0.175931522071776	-0.463613594523557	NA	-0.358253078865731	NA	-0.175931522071776	0.517215658488169	NA	0.334894101694215	0.0472120292424334	NA	-0.175931522071776	NA	NA	NA	NA	0.201362709069692	0.229533586036389	-0.645935151317512	0.0472120292424334	NA	NA	NA	0.558037653008424	NA	NA	0.0472120292424334	0.0472120292424334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.175931522071776	0.0472120292424334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_4B"	NA	NA	0.00753162334951085	0.189853180143466	-0.174789933444444	-0.174789933444444	NA	-0.0978288923083155	NA	-0.110251412306873	0.189853180143466	NA	0.00753162334951085	0.00753162334951085	NA	0.00753162334951085	NA	NA	NA	NA	0.00753162334951085	0.0875743310230472	0.00753162334951085	0.00753162334951085	NA	NA	NA	0.00753162334951085	NA	NA	0.00753162334951085	0.00753162334951085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00753162334951085	0.00753162334951085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1_2_4C"	NA	NA	-0.069778206443585	0.268547598826951	0.0172331705460449	0.0172331705460449	NA	-0.205910380768165	NA	-0.116298222078477	0.171383850373303	NA	0.0172331705460449	-0.00792538909011009	NA	-0.00792538909011009	NA	NA	NA	NA	0.0172331705460449	-0.0881273451117814	0.0172331705460449	0.0172331705460453	NA	NA	NA	-0.116298222078477	NA	NA	0.0172331705460453	0.0172331705460453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0172331705460453	0.0172331705460453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
